timestamp,battery_id,chemistry,cycle_count,voltage_drop_V,current_draw_A,impedance_1Hz_ohm,impedance_10Hz_ohm,impedance_100Hz_ohm,phase_1Hz_deg,phase_10Hz_deg,temp_start_C,temp_end_C,internal_resistance_ohm,total_run_hours,voltage_per_current,temp_delta,charge_duration_h,energy_wh,is_charging,stability_status,remaining_cycles
2023-11-16 02:47:34.551517172,BATT_875,Li-ion,454,0.136,0.976,0.47,0.232,0.199,1.9,6.0,29.4,33.9,0.3,473,0.139,4.5,2.35,0.31,True,stable,536
2023-11-16 11:33:21.067022340,BATT_876,NMC 811,338,0.321,1.079,0.731,0.327,0.132,-52.9,-75.8,21.1,20.4,0.397,340,0.297,-0.7,3.53,1.22,True,stable,647
2023-11-16 20:19:07.582527512,BATT_877,NMC 811,582,0.457,1.114,0.606,0.375,0.352,-10.0,-58.3,24.6,27.0,0.444,598,0.41,2.4,3.54,1.8,True,stable,375
2023-11-17 05:04:54.098032680,BATT_878,Li-ion,613,0.344,0.685,0.562,0.137,0.398,-0.9,16.0,21.9,24.0,0.366,616,0.502,2.1,4.05,0.95,True,stable,383
2023-11-17 13:50:40.613537848,BATT_879,LiFePO4,964,0.262,1.648,1.983,0.094,0.28,39.4,-63.4,26.8,30.0,0.786,969,0.159,3.2,1.86,0.8,True,unstable,49
2023-11-17 22:36:27.129043016,BATT_880,NMC 811,381,0.41,0.972,0.658,0.515,0.453,-31.3,68.1,21.6,34.3,0.542,386,0.422,12.7,3.66,1.46,True,stable,600
2023-11-18 07:22:13.644548184,BATT_881,NMC 811,911,0.243,2.151,1.852,0.539,0.075,68.1,44.5,21.4,34.4,0.822,929,0.113,13.0,3.61,1.89,True,unstable,90
2023-11-18 16:08:00.160053352,BATT_882,Li-ion,579,0.394,3.043,1.713,0.708,0.445,-23.4,-27.7,27.1,27.0,0.955,596,0.129,-0.1,4.13,4.95,True,unstable,438
2023-11-19 00:53:46.675558520,BATT_883,Li-ion,117,0.165,1.354,1.166,0.79,0.152,-26.6,11.3,22.5,36.7,0.703,129,0.122,14.2,1.61,0.36,True,unstable,854
2023-11-19 09:39:33.191063688,BATT_884,LiFePO4,453,0.28,1.912,1.485,0.728,0.272,5.2,47.2,29.0,39.9,0.828,469,0.146,10.9,0.84,0.45,False,unstable,540
2023-11-19 18:25:19.706568856,BATT_885,NMC 811,129,0.193,2.388,0.942,0.867,0.123,-24.3,34.9,20.7,37.3,0.644,134,0.081,16.6,0.82,0.38,False,unstable,901
2023-11-20 03:11:06.222074024,BATT_886,NMC 811,719,0.211,3.34,0.423,0.703,0.487,69.7,70.3,21.8,20.4,0.538,719,0.063,-1.4,4.53,3.19,True,stable,305
2023-11-20 11:56:52.737579196,BATT_887,NMC 811,122,0.249,3.267,1.433,0.165,0.423,-87.7,-6.1,23.8,24.1,0.674,136,0.076,0.3,0.76,0.62,False,unstable,883
2023-11-20 20:42:39.253084364,BATT_888,NMC 811,147,0.097,4.793,1.019,0.737,0.453,-11.8,-29.9,20.1,24.3,0.736,160,0.02,4.2,1.14,0.53,True,unstable,890
2023-11-21 05:28:25.768589532,BATT_889,LiFePO4,538,0.492,4.926,0.692,0.677,0.471,52.6,-12.3,26.5,25.2,0.613,555,0.1,-1.3,1.87,4.53,True,unstable,438
2023-11-21 14:14:12.284094700,BATT_890,NMC 811,311,0.454,4.088,0.996,0.26,0.297,-41.0,-74.2,23.6,35.4,0.518,320,0.111,11.8,1.78,3.3,True,stable,685
2023-11-21 22:59:58.799599868,BATT_891,Li-ion,593,0.266,2.107,1.043,0.724,0.221,85.4,74.2,22.0,33.5,0.663,602,0.126,11.5,1.78,1.0,True,unstable,420
2023-11-22 07:45:45.315105036,BATT_892,LiFePO4,738,0.115,4.759,0.384,0.264,0.289,-84.7,81.8,28.4,25.7,0.312,743,0.024,-2.7,4.9,2.68,True,stable,272
2023-11-22 16:31:31.830610204,BATT_893,Li-ion,605,0.108,1.739,1.287,0.191,0.42,20.1,28.3,21.1,23.3,0.633,615,0.062,2.2,3.06,0.57,True,unstable,379
2023-11-23 01:17:18.346115372,BATT_894,Li-ion,122,0.072,0.989,0.315,0.559,0.143,10.6,-69.0,23.2,38.5,0.339,128,0.073,15.3,1.32,0.09,True,stable,856
2023-11-23 10:03:04.861620540,BATT_895,LiFePO4,651,0.231,0.956,1.816,0.823,0.368,48.8,1.3,29.7,26.2,1.002,661,0.242,-3.5,4.33,0.96,True,unstable,361
2023-11-23 18:48:51.377125708,BATT_896,NMC 811,675,0.439,0.534,1.742,0.817,0.022,48.0,43.9,27.7,33.6,0.86,682,0.822,5.9,2.06,0.48,True,unstable,332
2023-11-24 03:34:37.892630880,BATT_897,LiFePO4,171,0.36,1.71,0.465,0.467,0.159,-20.3,64.5,28.1,25.1,0.364,190,0.211,-3.0,4.68,2.88,True,stable,811
2023-11-24 12:20:24.408136048,BATT_898,Li-ion,497,0.386,1.028,1.19,0.093,0.379,-5.1,50.1,22.3,28.2,0.554,515,0.375,5.9,2.03,0.81,True,stable,469
2023-11-24 21:06:10.923641216,BATT_899,LiFePO4,479,0.346,1.054,0.14,0.213,0.287,46.9,-77.6,28.8,36.7,0.213,498,0.328,7.9,4.27,1.56,True,stable,489
2023-11-25 05:51:57.439146384,BATT_900,Li-ion,570,0.471,4.687,0.679,0.418,0.488,82.9,15.2,24.8,38.5,0.528,579,0.1,13.7,3.95,8.72,True,stable,443
2023-11-25 14:37:43.954651552,BATT_901,NMC 811,977,0.221,1.608,1.159,0.675,0.397,-41.8,-23.4,24.5,35.5,0.744,979,0.137,11.0,4.81,1.71,True,unstable,44
2023-11-25 23:23:30.470156720,BATT_902,Li-ion,177,0.385,0.711,0.535,0.633,0.239,-45.4,-1.8,27.5,24.5,0.469,185,0.541,-3.0,3.33,0.91,True,stable,838
2023-11-26 08:09:16.985661888,BATT_903,NMC 811,101,0.171,3.331,1.508,0.663,0.304,66.8,-50.2,28.6,31.2,0.825,119,0.051,2.6,1.52,0.87,True,unstable,868
2023-11-26 16:55:03.501167056,BATT_904,LiFePO4,477,0.356,2.917,0.828,0.451,0.128,-37.9,-62.7,20.6,23.2,0.469,480,0.122,2.6,3.19,3.31,True,stable,557
2023-11-27 01:40:50.016672224,BATT_905,NMC 811,103,0.369,1.116,0.834,0.069,0.237,5.2,47.2,29.8,39.4,0.38,104,0.331,9.6,2.89,1.19,True,stable,899
2023-11-27 10:26:36.532177392,BATT_906,NMC 811,827,0.214,2.881,0.265,0.171,0.043,-3.6,38.1,22.2,24.9,0.16,845,0.074,2.7,1.4,0.86,True,stable,169
2023-11-27 19:12:23.047682560,BATT_907,NMC 811,342,0.219,2.5,0.522,0.436,0.028,66.1,21.0,27.2,35.4,0.329,347,0.088,8.2,2.95,1.62,True,stable,635
2023-11-28 03:58:09.563187732,BATT_908,LiFePO4,967,0.055,2.536,1.616,0.812,0.367,60.2,49.9,26.3,32.3,0.932,971,0.022,6.0,3.7,0.52,True,unstable,36
2023-11-28 12:43:56.078692900,BATT_909,NMC 811,364,0.25,0.967,1.156,0.881,0.169,60.9,54.9,20.6,28.1,0.735,381,0.259,7.5,4.59,1.11,True,unstable,677
2023-11-28 21:29:42.594198068,BATT_910,LiFePO4,627,0.223,4.384,1.524,0.124,0.441,88.6,48.0,26.8,32.8,0.696,646,0.051,6.0,2.8,2.74,True,unstable,380
2023-11-29 06:15:29.109703236,BATT_911,LiFePO4,963,0.396,3.694,1.643,0.732,0.231,-84.6,-84.9,27.7,23.0,0.869,968,0.107,-4.7,0.79,1.16,False,unstable,53
2023-11-29 15:01:15.625208404,BATT_912,NMC 811,259,0.45,4.354,0.727,0.991,0.243,81.0,-35.5,29.8,26.1,0.654,272,0.103,-3.7,4.65,9.11,True,unstable,728
2023-11-29 23:47:02.140713572,BATT_913,LiFePO4,126,0.132,2.847,0.393,0.69,0.057,67.0,-33.8,23.6,31.7,0.38,127,0.046,8.1,2.27,0.85,True,stable,889
2023-11-30 08:32:48.656218740,BATT_914,NMC 811,114,0.238,4.744,0.581,0.986,0.143,54.1,82.4,26.7,23.3,0.57,133,0.05,-3.4,2.27,2.56,True,stable,871
2023-11-30 17:18:35.171723908,BATT_915,Li-ion,423,0.458,2.293,1.484,0.613,0.418,-49.4,8.4,26.7,23.9,0.838,429,0.2,-2.8,4.42,4.64,True,unstable,585
2023-12-01 02:04:21.687229076,BATT_916,Li-ion,327,0.401,3.663,1.879,0.073,0.427,6.6,42.9,26.3,20.3,0.793,346,0.109,-6.0,3.68,5.41,True,unstable,635
2023-12-01 10:50:08.202734244,BATT_917,LiFePO4,892,0.072,4.99,0.291,0.819,0.222,4.2,-89.4,26.7,39.1,0.444,896,0.014,12.4,4.08,1.47,True,stable,154
2023-12-01 19:35:54.718239416,BATT_918,NMC 811,114,0.341,2.904,1.239,0.241,0.382,48.3,56.5,26.4,36.7,0.621,127,0.117,10.3,4.52,4.48,True,unstable,884
2023-12-02 04:21:41.233744584,BATT_919,Li-ion,863,0.053,0.613,1.348,0.631,0.269,-38.7,-89.1,29.0,26.3,0.749,870,0.086,-2.7,2.06,0.07,True,unstable,150
2023-12-02 13:07:27.749249752,BATT_920,LiFePO4,111,0.28,0.804,0.277,0.73,0.101,66.2,-68.6,21.1,25.4,0.369,129,0.348,4.3,2.44,0.55,True,stable,897
2023-12-02 21:53:14.264754920,BATT_921,LiFePO4,170,0.374,0.526,0.394,0.937,0.214,0.8,-50.8,27.7,34.6,0.515,188,0.711,6.9,1.92,0.38,True,stable,844
2023-12-03 06:39:00.780260088,BATT_922,Li-ion,839,0.279,3.012,1.241,0.227,0.473,89.0,-13.7,27.9,35.6,0.647,846,0.093,7.7,2.27,1.91,True,unstable,153
2023-12-03 15:24:47.295765256,BATT_923,LiFePO4,507,0.316,4.358,1.541,0.568,0.432,-23.8,-84.9,28.7,33.1,0.847,526,0.073,4.4,4.67,6.43,True,unstable,496
2023-12-04 00:10:33.811270424,BATT_924,NMC 811,681,0.439,4.474,1.747,0.788,0.159,-22.8,2.2,20.6,21.6,0.898,697,0.098,1.0,2.59,5.09,True,unstable,323
2023-12-04 08:56:20.326775592,BATT_925,NMC 811,211,0.159,1.951,0.402,0.78,0.381,46.6,76.3,29.5,27.9,0.521,223,0.081,-1.6,4.4,1.36,True,stable,774
2023-12-04 17:42:06.842280760,BATT_926,NMC 811,268,0.296,2.577,0.68,0.739,0.184,-20.2,-4.9,20.8,23.6,0.534,285,0.115,2.8,1.21,0.92,True,stable,747
2023-12-05 02:27:53.357785928,BATT_927,Li-ion,671,0.073,2.888,0.647,0.574,0.025,20.9,88.3,23.9,29.6,0.415,674,0.025,5.7,1.06,0.22,True,stable,371
2023-12-05 11:13:39.873291100,BATT_928,LiFePO4,592,0.173,1.401,0.25,0.094,0.363,-70.7,74.6,25.9,22.5,0.236,607,0.123,-3.4,2.61,0.63,True,stable,418
2023-12-05 19:59:26.388796268,BATT_929,NMC 811,386,0.431,3.174,0.414,0.415,0.407,-19.3,62.8,22.1,29.5,0.412,403,0.136,7.4,2.91,3.98,True,stable,609
2023-12-06 04:45:12.904301436,BATT_930,Li-ion,504,0.356,1.611,0.773,0.72,0.293,-20.4,-61.9,20.3,36.2,0.595,505,0.221,15.9,3.3,1.89,True,stable,504
2023-12-06 13:30:59.419806604,BATT_931,NMC 811,159,0.193,1.122,0.891,0.52,0.284,59.8,86.9,24.1,32.4,0.565,177,0.172,8.3,0.91,0.2,False,stable,865
2023-12-06 22:16:45.935311772,BATT_932,LiFePO4,174,0.073,2.288,1.344,0.448,0.428,36.4,37.4,27.9,33.9,0.74,179,0.032,6.0,2.98,0.5,True,unstable,839
2023-12-07 07:02:32.450816940,BATT_933,Li-ion,561,0.125,3.299,0.485,0.4,0.411,72.0,76.8,24.6,28.5,0.432,568,0.038,3.9,2.0,0.82,True,stable,413
2023-12-07 15:48:18.966322108,BATT_934,LiFePO4,369,0.133,3.554,1.48,0.557,0.465,-42.3,9.4,22.1,36.0,0.834,384,0.037,13.9,3.68,1.74,True,unstable,646
2023-12-08 00:34:05.481827276,BATT_935,NMC 811,457,0.245,2.235,0.214,0.227,0.092,30.4,-66.1,29.6,36.2,0.178,459,0.11,6.6,1.31,0.72,True,stable,564
2023-12-08 09:19:51.997332444,BATT_936,LiFePO4,437,0.169,2.839,1.74,0.065,0.06,66.8,41.1,28.2,36.1,0.622,441,0.06,7.9,2.39,1.15,True,unstable,574
2023-12-08 18:05:38.512837612,BATT_937,LiFePO4,369,0.29,2.647,0.498,0.83,0.158,-76.4,-20.7,23.4,28.8,0.495,371,0.11,5.4,4.48,3.44,True,stable,638
2023-12-09 02:51:25.028342784,BATT_938,Li-ion,507,0.108,2.912,0.587,0.961,0.349,-56.0,-28.1,20.9,30.8,0.632,519,0.037,9.9,2.96,0.93,True,unstable,471
2023-12-09 11:37:11.543847952,BATT_939,LiFePO4,598,0.126,1.073,1.728,0.757,0.292,-48.1,-39.2,26.3,37.7,0.926,601,0.117,11.4,4.18,0.57,True,unstable,408
2023-12-09 20:22:58.059353120,BATT_940,NMC 811,811,0.461,3.659,1.652,0.196,0.055,62.6,62.5,21.8,26.1,0.634,813,0.126,4.3,2.83,4.77,True,unstable,176
2023-12-10 05:08:44.574858288,BATT_941,LiFePO4,336,0.203,3.666,1.829,0.282,0.101,38.8,-70.0,22.3,33.7,0.737,354,0.055,11.4,1.2,0.89,True,unstable,657
2023-12-10 13:54:31.090363456,BATT_942,LiFePO4,636,0.217,2.547,1.955,0.109,0.136,3.5,-34.1,28.6,38.4,0.733,652,0.085,9.8,2.89,1.6,True,unstable,372
2023-12-10 22:40:17.605868624,BATT_943,NMC 811,976,0.393,3.047,1.795,0.609,0.067,54.8,6.3,28.4,22.1,0.824,995,0.129,-6.3,4.13,4.95,True,unstable,0
2023-12-11 07:26:04.121373792,BATT_944,LiFePO4,207,0.449,2.943,1.881,0.924,0.241,31.6,-82.2,22.0,22.8,1.015,217,0.153,0.8,4.0,5.29,True,unstable,825
2023-12-11 16:11:50.636878960,BATT_945,Li-ion,767,0.371,2.586,0.414,0.928,0.118,-8.1,-54.5,22.9,36.1,0.487,782,0.143,13.2,1.67,1.6,True,stable,253
2023-12-12 00:57:37.152384128,BATT_946,Li-ion,187,0.204,1.521,1.95,0.186,0.226,38.0,47.4,20.7,33.8,0.787,193,0.134,13.1,2.77,0.86,True,unstable,862
2023-12-12 09:43:23.667889296,BATT_947,Li-ion,117,0.34,1.049,1.862,0.651,0.119,-30.6,-31.8,24.7,35.0,0.877,120,0.324,10.3,3.45,1.23,True,unstable,880
2023-12-12 18:29:10.183394464,BATT_948,LiFePO4,156,0.071,2.39,0.202,0.158,0.337,51.9,-34.7,24.8,33.1,0.232,167,0.03,8.3,2.59,0.44,True,stable,865
2023-12-13 03:14:56.698899636,BATT_949,NMC 811,965,0.155,4.369,0.657,0.39,0.125,-39.2,80.9,29.6,37.1,0.391,978,0.035,7.5,4.63,3.14,True,stable,29
2023-12-13 12:00:43.214404804,BATT_950,NMC 811,781,0.494,1.879,0.526,0.72,0.395,78.6,-3.0,21.5,35.3,0.547,791,0.263,13.8,3.24,3.01,True,stable,172
2023-12-13 20:46:29.729909972,BATT_951,Li-ion,934,0.242,3.396,1.488,0.092,0.433,-57.1,34.3,27.3,25.7,0.671,942,0.071,-1.6,4.85,3.99,True,unstable,51
2023-12-14 05:32:16.245415140,BATT_952,LiFePO4,239,0.158,1.845,1.723,0.459,0.305,9.3,66.7,28.0,27.3,0.829,253,0.086,-0.7,2.82,0.82,True,unstable,765
2023-12-14 14:18:02.760920308,BATT_953,NMC 811,519,0.405,1.685,0.598,0.161,0.018,48.1,48.7,21.8,25.4,0.259,522,0.24,3.6,2.46,1.68,True,stable,498
2023-12-14 23:03:49.276425476,BATT_954,Li-ion,424,0.301,1.75,1.4,0.945,0.198,4.8,-88.9,22.2,26.8,0.848,442,0.172,4.6,1.49,0.78,True,unstable,596
2023-12-15 07:49:35.791930644,BATT_955,Li-ion,182,0.42,2.769,1.825,0.602,0.105,39.2,-88.7,24.1,32.6,0.844,192,0.152,8.5,1.89,2.2,True,unstable,794
2023-12-15 16:35:22.307435812,BATT_956,Li-ion,175,0.492,1.086,0.43,0.548,0.436,-64.9,10.5,26.1,38.7,0.471,176,0.453,12.6,3.62,1.93,True,stable,820
2023-12-16 01:21:08.822940980,BATT_957,Li-ion,958,0.151,1.765,0.487,0.55,0.358,45.8,-9.3,23.8,32.2,0.465,960,0.086,8.4,4.76,1.27,True,stable,60
2023-12-16 10:06:55.338446148,BATT_958,NMC 811,372,0.208,3.223,1.508,0.418,0.434,25.4,31.1,27.0,38.6,0.787,387,0.065,11.6,3.66,2.45,True,unstable,590
2023-12-16 18:52:41.853951320,BATT_959,NMC 811,270,0.294,1.174,1.594,0.719,0.121,56.1,-36.2,22.6,23.3,0.811,280,0.25,0.7,3.4,1.17,True,unstable,738
2023-12-17 03:38:28.369456488,BATT_960,Li-ion,191,0.307,2.285,0.409,0.404,0.369,20.8,-16.8,23.4,34.6,0.394,199,0.134,11.2,2.88,2.02,True,stable,787
2023-12-17 12:24:14.884961656,BATT_961,LiFePO4,139,0.355,0.817,1.104,0.457,0.027,17.1,68.6,26.0,29.8,0.529,155,0.435,3.8,1.99,0.58,True,stable,880
2023-12-17 21:10:01.400466824,BATT_962,Li-ion,377,0.403,1.216,1.509,0.437,0.474,-50.7,-47.9,21.9,35.1,0.807,385,0.331,13.2,4.77,2.34,True,unstable,616
2023-12-18 05:55:47.915971992,BATT_963,Li-ion,803,0.46,4.751,1.394,0.375,0.059,52.3,15.5,25.8,36.8,0.609,820,0.097,11.0,1.59,3.47,True,unstable,196
2023-12-18 14:41:34.431477160,BATT_964,Li-ion,493,0.283,2.835,0.659,0.532,0.164,-75.7,69.4,29.8,26.1,0.452,502,0.1,-3.7,1.44,1.16,True,stable,547
2023-12-18 23:27:20.946982328,BATT_965,NMC 811,460,0.161,0.921,0.622,0.2,0.366,-64.0,44.0,28.1,21.4,0.396,476,0.175,-6.7,1.72,0.26,True,stable,557
2023-12-19 08:13:07.462487496,BATT_966,NMC 811,745,0.369,1.571,0.747,0.56,0.268,44.4,-18.3,20.7,38.9,0.525,750,0.235,18.2,1.24,0.72,True,stable,248
2023-12-19 16:58:53.977992664,BATT_967,LiFePO4,116,0.163,4.18,1.388,0.973,0.451,34.8,-17.4,24.4,40.0,0.937,120,0.039,15.6,3.77,2.57,True,unstable,879
2023-12-20 01:44:40.493497832,BATT_968,LiFePO4,431,0.274,0.56,0.662,0.291,0.47,75.5,-40.8,21.8,25.6,0.474,432,0.489,3.8,4.53,0.7,True,stable,564
2023-12-20 10:30:27.009003004,BATT_969,LiFePO4,546,0.296,3.755,1.811,0.632,0.037,-63.2,-1.7,27.5,38.2,0.827,556,0.079,10.7,4.11,4.57,True,unstable,503
2023-12-20 19:16:13.524508172,BATT_970,LiFePO4,809,0.324,1.658,0.512,0.598,0.485,74.6,88.1,22.1,33.5,0.532,820,0.195,11.4,2.3,1.24,True,stable,153
2023-12-21 04:02:00.040013340,BATT_971,Li-ion,590,0.38,2.142,0.618,0.305,0.257,29.8,15.0,22.0,25.1,0.393,596,0.177,3.1,1.52,1.24,True,stable,447
2023-12-21 12:47:46.555518508,BATT_972,LiFePO4,569,0.251,2.668,1.565,0.724,0.219,-40.1,-35.0,23.3,35.5,0.836,579,0.094,12.2,4.89,3.27,True,unstable,419
2023-12-21 21:33:33.071023676,BATT_973,LiFePO4,179,0.403,3.758,0.256,0.345,0.145,-44.9,73.5,21.8,27.7,0.249,185,0.107,5.9,3.04,4.6,True,stable,812
2023-12-22 06:19:19.586528844,BATT_974,NMC 811,295,0.248,4.744,1.608,0.33,0.183,-3.5,-52.3,25.5,22.3,0.707,307,0.052,-3.2,1.06,1.25,True,unstable,673
2023-12-22 15:05:06.102034012,BATT_975,Li-ion,132,0.215,4.52,1.951,0.709,0.338,-35.4,-11.6,24.9,28.1,0.999,137,0.048,3.2,4.13,4.01,True,unstable,888
2023-12-22 23:50:52.617539180,BATT_976,LiFePO4,860,0.19,4.081,1.712,0.549,0.185,-77.5,42.5,23.6,21.8,0.815,860,0.047,-1.8,3.35,2.6,True,unstable,157
2023-12-23 08:36:39.133044348,BATT_977,Li-ion,100,0.088,1.633,1.908,0.893,0.091,32.5,50.7,25.0,29.2,0.964,107,0.054,4.2,2.81,0.4,True,unstable,910
2023-12-23 17:22:25.648549516,BATT_978,NMC 811,690,0.372,4.434,1.013,0.183,0.324,-13.5,24.4,28.2,25.9,0.507,697,0.084,-2.3,3.06,5.05,True,stable,319
2023-12-24 02:08:12.164054688,BATT_979,NMC 811,227,0.112,0.619,1.636,0.776,0.234,-32.8,-38.7,25.8,35.1,0.882,245,0.181,9.3,0.9,0.06,False,unstable,786
2023-12-24 10:53:58.679559856,BATT_980,LiFePO4,244,0.068,2.054,0.825,0.708,0.012,48.1,29.9,23.4,39.6,0.515,246,0.033,16.2,4.79,0.67,True,stable,751
2023-12-24 19:39:45.195065024,BATT_981,Li-ion,526,0.155,4.425,0.428,0.194,0.382,26.4,-19.0,29.7,39.3,0.335,533,0.035,9.6,3.47,2.38,True,stable,469
2023-12-25 04:25:31.710570192,BATT_982,NMC 811,541,0.149,2.113,1.657,0.159,0.48,-39.2,82.8,29.6,39.2,0.765,560,0.071,9.6,1.85,0.58,True,unstable,452
2023-12-25 13:11:18.226075360,BATT_983,LiFePO4,246,0.361,3.477,0.931,0.139,0.325,21.2,-5.2,29.3,39.6,0.465,255,0.104,10.3,4.25,5.33,True,stable,767
2023-12-25 21:57:04.741580528,BATT_984,Li-ion,665,0.416,3.343,0.662,0.781,0.399,2.7,-5.3,25.2,23.4,0.614,684,0.124,-1.8,2.64,3.67,True,unstable,337
2023-12-26 06:42:51.257085696,BATT_985,LiFePO4,469,0.125,0.828,0.547,0.75,0.27,78.9,60.6,25.1,35.4,0.522,488,0.151,10.3,2.28,0.24,True,stable,551
2023-12-26 15:28:37.772590864,BATT_986,NMC 811,438,0.265,4.2,0.892,0.833,0.468,42.6,-13.5,23.9,36.3,0.731,451,0.063,12.4,4.0,4.45,True,unstable,544
2023-12-27 00:14:24.288096032,BATT_987,Li-ion,695,0.319,3.214,1.75,0.752,0.108,5.5,87.3,20.1,22.6,0.87,712,0.099,2.5,0.75,0.77,False,unstable,294
2023-12-27 09:00:10.803601200,BATT_988,NMC 811,868,0.38,1.015,0.3,0.913,0.379,-63.0,55.1,27.9,27.9,0.531,880,0.374,0.0,4.79,1.85,True,stable,124
2023-12-27 17:45:57.319106368,BATT_989,LiFePO4,314,0.144,2.409,1.917,0.082,0.402,84.8,-7.8,27.6,34.9,0.8,323,0.06,7.3,4.21,1.46,True,unstable,682
2023-12-28 02:31:43.834611540,BATT_990,Li-ion,755,0.113,1.225,1.729,0.142,0.385,68.7,12.4,21.2,22.5,0.752,772,0.092,1.3,2.18,0.3,True,unstable,242
2023-12-28 11:17:30.350116708,BATT_991,Li-ion,763,0.255,2.676,1.511,0.102,0.383,46.5,-57.4,28.2,34.9,0.665,763,0.095,6.7,2.58,1.76,True,unstable,232
2023-12-28 20:03:16.865621876,BATT_992,LiFePO4,823,0.477,0.876,0.785,0.643,0.292,57.6,-37.3,23.6,24.0,0.573,827,0.545,0.4,4.35,1.82,True,stable,166
2023-12-29 04:49:03.381127044,BATT_993,LiFePO4,291,0.485,3.187,1.11,0.122,0.45,-54.2,62.7,21.6,38.7,0.561,305,0.152,17.1,2.5,3.86,True,stable,725
2023-12-29 13:34:49.896632212,BATT_994,LiFePO4,797,0.146,1.877,1.484,0.852,0.411,-84.0,21.7,28.9,35.0,0.916,812,0.078,6.1,3.73,1.02,True,unstable,198
2023-12-29 22:20:36.412137380,BATT_995,NMC 811,763,0.253,3.189,1.786,0.885,0.281,-51.8,9.0,23.9,24.4,0.984,770,0.079,0.5,2.49,2.01,True,unstable,231
2023-12-30 07:06:22.927642548,BATT_996,LiFePO4,200,0.205,4.88,1.358,0.871,0.331,4.0,84.3,25.2,30.4,0.853,203,0.042,5.2,4.77,4.77,True,unstable,768
2023-12-30 15:52:09.443147716,BATT_997,LiFePO4,268,0.056,3.914,1.778,0.897,0.345,-34.7,-15.8,29.0,38.5,1.007,279,0.014,9.5,2.08,0.46,True,unstable,749
2023-12-31 00:37:55.958652884,BATT_998,NMC 811,260,0.265,2.687,0.759,0.976,0.408,-82.6,-25.5,29.1,39.3,0.714,260,0.099,10.2,1.59,1.13,True,unstable,740
2023-12-31 09:23:42.474158052,BATT_999,NMC 811,323,0.202,2.298,1.571,0.325,0.21,-89.7,10.6,24.5,23.1,0.702,332,0.088,-1.4,4.95,2.3,True,unstable,679
2023-12-31 18:09:28.989663224,BATT_1000,NMC 811,541,0.35,2.918,0.657,0.571,0.325,21.6,-84.1,25.2,24.6,0.518,556,0.12,-0.6,3.62,3.7,True,stable,434
2024-01-01 02:55:15.505168392,BATT_1001,NMC 811,992,0.355,3.902,0.182,0.22,0.38,9.9,-46.0,24.0,24.7,0.261,999,0.091,0.7,3.96,5.49,True,stable,20
2024-01-01 11:41:02.020673560,BATT_1002,LiFePO4,795,0.289,3.059,0.945,0.056,0.351,-87.4,30.1,28.2,31.6,0.451,814,0.094,3.4,2.77,2.45,True,stable,196
2024-01-01 20:26:48.536178728,BATT_1003,Li-ion,962,0.079,4.73,1.975,0.422,0.241,-59.6,-80.9,26.0,20.9,0.879,979,0.017,-5.1,3.48,1.3,True,unstable,40
2024-01-02 05:12:35.051683896,BATT_1004,Li-ion,882,0.427,4.21,1.343,0.086,0.435,18.3,-84.4,24.7,28.5,0.621,886,0.101,3.8,1.77,3.18,True,unstable,146
2024-01-02 13:58:21.567189064,BATT_1005,NMC 811,932,0.482,4.721,1.758,0.822,0.337,-31.7,26.7,27.4,38.6,0.972,937,0.102,11.2,3.63,8.26,True,unstable,73
2024-01-02 22:44:08.082694232,BATT_1006,NMC 811,980,0.405,0.597,0.484,0.91,0.344,4.9,-3.0,26.7,24.1,0.579,981,0.678,-2.6,3.09,0.75,True,stable,0
2024-01-03 07:29:54.598199400,BATT_1007,Li-ion,495,0.393,0.618,1.785,0.345,0.337,-49.1,43.4,26.0,25.4,0.822,496,0.636,-0.6,4.27,1.04,True,unstable,522
2024-01-03 16:15:41.113704568,BATT_1008,NMC 811,262,0.44,4.449,1.649,0.174,0.485,-88.1,58.5,27.0,27.3,0.769,278,0.099,0.3,4.18,8.18,True,unstable,752
2024-01-04 01:01:27.629209736,BATT_1009,LiFePO4,648,0.372,4.611,1.422,0.418,0.039,40.7,61.1,24.1,20.5,0.626,649,0.081,-3.6,0.81,1.39,False,unstable,344
2024-01-04 09:47:14.144714908,BATT_1010,NMC 811,339,0.225,3.534,0.21,0.508,0.472,-51.6,57.7,27.0,39.1,0.397,354,0.064,12.1,1.73,1.38,True,stable,679
2024-01-04 18:33:00.660220076,BATT_1011,Li-ion,641,0.222,1.078,0.163,0.436,0.169,6.3,85.7,20.7,29.3,0.256,645,0.206,8.6,1.27,0.3,True,stable,354
2024-01-05 03:18:47.175725244,BATT_1012,NMC 811,829,0.144,0.578,0.995,0.632,0.336,-38.6,78.6,24.7,28.8,0.654,845,0.249,4.1,0.89,0.07,False,unstable,159
2024-01-05 12:04:33.691230412,BATT_1013,Li-ion,110,0.27,3.153,0.101,0.69,0.028,-61.4,-45.8,28.8,31.2,0.273,112,0.086,2.4,0.88,0.75,False,stable,901
2024-01-05 20:50:20.206735580,BATT_1014,LiFePO4,899,0.442,2.677,1.378,0.895,0.412,85.4,-40.4,26.5,30.3,0.895,903,0.165,3.8,2.1,2.48,True,unstable,113
